Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Svizzera,Price / Svizzera,Compare At Price / Svizzera,Status
succo-di-mele-pastorizzato,Succo di mele pastorizzato,"<meta charset=""UTF-8"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Succo di mele naturale, ricco in aromi e sapori di frutta fresca.</span></p>
<p data-mce-fragment=""1"">Prodotto dall'associazione Capriasca Ambiente presso la nostra fattoria di Vaglio, nell'ambito di un progetto che vede anche la partecipazione degli utenti-collaboratori della fattoria.<br></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Produttore: Associazione Capriasca Ambiente, 6957 Roveredo</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Bag in box da 5 l</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><meta charset=""UTF-8"">
<strong>Si può acquistare questo prodotto direttamente presso La Fattoria della Fondazione La Fonte a Vaglio o presso il nostro punto vendita in via Buffi a Lugano.</strong></span></p>",Fondazione La Fonte,,Succhi,Spedizione - NO,true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,18.00,,true,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/succo-mele_9e4bc4af-83a7-4416-ad5c-25d9b2715799.jpg?v=1664800016,1,,false,,"Succo di mele naturale, ricco in aromi e sapori di frutta fresca. Prodotto dall'associazione Capriasca Ambiente presso la nostra fattoria di Vaglio, con la partecipazione degli utenti-collaboratori della Fondazione La Fonte, organizzazione sociale attiva in Ticino nel settore della disabilità.",,,,,,,,,,,,,kg,,,true,,,active
aperobox-verde,ApéroBox verde,"<p><span data-mce-fragment=""1"">La confezione contiene: </span></p>
<ul>
<li>Olio Extra Vergine d’Oliva ""Macchia Palmane"" 0.75 L</li>
<li>Confit di cipolle di Vaglio 175 g</li>
<li>Due piattini <span data-mce-fragment=""1"">in Grés smaltato del nostro Centro diurno</span>
</li>
</ul>
<p><span data-mce-fragment=""1"">Confezione: box in cartone rigido.</span></p>",Fondazione La Fonte,,Confezioni,"",true,Title,Default Title,,,,,"",2500.0,,deny,manual,41.50,,true,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/aperobox-verde_39d79a40-44fc-4d4a-9468-df43f4d25635.jpg?v=1664799206,1,,false,,"Un regalo elegante e unico per una festa con amici, colleghi, famigliari. Premiato olio extra vergine d'oliva della Toscana. Prodotto e confezionato artigianalmente in Ticino dalla Fondazione La Fonte, organizzazione sociale attiva nel settore della disabilità. ",,,,,,,,,,,,,kg,,,true,,,active
aperobox-verde,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/aperobox-bianco-confezione.jpg?v=1664799206,2,,,,,,,,,,,,,,,,,,,,,,,
aperobox-bianco,ApéroBox bianco,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">La confezione contiene: </span></p>
<ul>
<li>Fontebianco 0.75 L</li>
<li>Confit di cipolle di Vaglio 175 g</li>
<li>Tagliere <meta charset=""UTF-8""> <span data-mce-fragment=""1"">in Grés smaltato del nostro Centro diurno</span>
</li>
</ul>
<p><span data-mce-fragment=""1"">Confezione: box in cartone rigido.</span></p>",Fondazione La Fonte,,Confezioni,check-age,true,Title,Default Title,,,,,"",2500.0,,deny,manual,41.50,,true,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/aperobox-bianco_e666e4e1-18c7-4efe-bdcf-6c092b046766.jpg?v=1664799142,1,,false,,"Un regalo elegante e unico per una festa con amici, colleghi, famigliari. Vino bianco vinificato in esclusiva per La Fonte. Prodotto e confezionato artigianalmente in Ticino dalla Fondazione La Fonte, organizzazione sociale attiva nel settore della disabilità. ",,,,,,,,,,,,,kg,,,true,,,active
aperobox-bianco,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/aperobox-verde-confezione_64afa7cb-a23f-4706-bffd-cc49c85096eb.jpg?v=1664799142,2,,,,,,,,,,,,,,,,,,,,,,,
aperobox-rosso,ApéroBox rosso,"<p><span data-mce-fragment=""1"">La confezione contiene: </span></p>
<ul>
<li>Fonterosso 0.75 L</li>
<li>Confit di cipolle di Vaglio 175 g</li>
<li>Tagliere <meta charset=""UTF-8""> <span data-mce-fragment=""1"">in Grés smaltato del nostro Centro diurno</span>
</li>
</ul>
<p><span data-mce-fragment=""1"">Confezione: box in cartone rigido.</span></p>",Fondazione La Fonte,,Confezioni,check-age,true,Title,Default Title,,,,,"",2500.0,,deny,manual,41.50,,true,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/aperobox-rosso_78229c6e-5ad0-466c-9580-03798c10f150.jpg?v=1664799175,1,,false,,"Un regalo elegante e unico per una festa con amici, colleghi, famigliari.  Vino rosso vinificato in esclusiva per La Fonte. Prodotto e confezionato artigianalmente in Ticino dalla Fondazione La Fonte, organizzazione sociale attiva nel settore della disabilità. ",,,,,,,,,,,,,kg,,,true,,,active
aperobox-rosso,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/aperobox-rosso-confezione_5f37bc1a-a6ac-4765-b1ba-9e0d269f43ca.jpg?v=1664799175,2,,,,,,,,,,,,,,,,,,,,,,,
prodotto-da-spalmare-uva-1,Delizia di uva americana,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p><span data-sheets-userformat='{""2"":33555329,""3"":{""1"":0},""10"":1,""11"":3,""12"":0,""28"":1}' data-sheets-value='{""1"":2,""2"":""Prodotto da spalmare lavorato con cura artigianale presso la fattoria di Vaglio.\n\nProduttore: Fattoria di Vaglio, Fondazione La Fonte\n\nVasetto da 350 gr\n\nConfezione: box cartone con 2 vasetti""}'>Creazione di uva americana più ricca di frutta e con meno zucchero. Prodotto da spalmare lavorato con cura artigianale presso la nostra fattoria di Vaglio.<br><br>Produttore: Fondazione La Fonte, La Fattoria</span><span data-sheets-userformat='{""2"":33555329,""3"":{""1"":0},""10"":1,""11"":3,""12"":0,""28"":1}' data-sheets-value='{""1"":2,""2"":""Prodotto da spalmare lavorato con cura artigianale presso la fattoria di Vaglio.\n\nProduttore: Fattoria di Vaglio, Fondazione La Fonte\n\nVasetto da 350 gr\n\nConfezione: box cartone con 2 vasetti""}'><br></span></p>
<p><span data-sheets-userformat='{""2"":33555329,""3"":{""1"":0},""10"":1,""11"":3,""12"":0,""28"":1}' data-sheets-value='{""1"":2,""2"":""Prodotto da spalmare lavorato con cura artigianale presso la fattoria di Vaglio.\n\nProduttore: Fattoria di Vaglio, Fondazione La Fonte\n\nVasetto da 350 gr\n\nConfezione: box cartone con 2 vasetti""}'>Vasetto da 340 g</span></p>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",Fondazione La Fonte,,Spalmabili,Spedizione - dispensa,true,Title,Default Title,,,,,"",365.0,,deny,manual,5.90,,true,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/delizia-uva-americana_bda94695-38f7-4347-ac35-e9e3f5324c70.jpg?v=1664799739,1,,false,,"Delizia e non confettura perché questa creazione di uva americana è più ricca di frutta e contiene meno zucchero. Il piacere di una colazione naturale e l’idea per un regalo speciale. Prodotto artigianalmente in Ticino dalla Fondazione La Fonte, organizzazione sociale attiva nel settore della disabilità.",,,,,,,,,,,,,kg,,,true,,,active
prodotto-da-spalmare-uva-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/UVAlavorazione2_d8a66742-e24d-4bc6-9a0a-6597221999ed.jpg?v=1664799739,2,,,,,,,,,,,,,,,,,,,,,,,
sostieni-fonte3,Donazione Progetto Fonte 3,"<p>Partecipa alla costruzione in atto della nuova casa <a title=""Fonte 3"" href=""https://www.lafonte.ch/fonte-3"" target=""_blank"">Fonte 3</a> a Neggio. L’edificio sarà in grado di risponde ai bisogni dei nostri attuali utenti e di altre persone con gravi disabilità: fai ora una donazione online e l’importo che sceglierai sarà impiegato esclusivamente per finanziare questo progetto.</p>
<p><meta charset=""utf-8""><span>Ogni sostegno è gradito (importo minimo CHF 10.-), alla tua donazione seguirà un ringraziamento e la conferma dell'importo versato, che potrai allegare alla dichiarazione di imposta per la relativa deduzione.</span></p>
<p><span>Ti ringraziamo sentitamente per il supporto e per il generoso gesto di fiducia.</span></p>",zestard-easy-donation,,Donation,Donazione,true,Title,10,,,,,"",0.0,shopify,continue,manual,10.00,,false,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/1634310709_Sostieni_Fonte3_606352cc-2ea5-4a2b-8872-69fa8e13c8ff.jpg?v=1663253170,1,,false,,,,,,,,,,,,,,,kg,,,true,,,active
confezione-da-spedizione-vino,Confezione per spedizione singole bottiglie,"<meta charset=""utf-8"">
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<p><span data-sheets-userformat='{""2"":33590019,""3"":{""1"":0},""4"":[null,2,15724527],""11"":3,""12"":0,""14"":[null,2,0],""18"":1,""28"":1}' data-sheets-value='{""1"":2,""2"":""Confezione in cartone con decorazione\n\nFormato 0,75 L.\n\n1 bottiglia""}'>Confezione imballaggio in polistirolo per spedizione<br><br>Formato 0,75 L</span><br></p>
<p><span data-sheets-userformat='{""2"":33590019,""3"":{""1"":0},""4"":[null,2,15724527],""11"":3,""12"":0,""14"":[null,2,0],""18"":1,""28"":1}' data-sheets-value='{""1"":2,""2"":""Confezione in cartone con decorazione\n\nFormato 0,75 L.\n\n1 bottiglia""}'>Non è prevista la vendita e spedizione di questa confezione separata dal prodotto.</span></p>",Fondazione La Fonte,,Confezioni,"",false,Size,1 Bottiglia,,,,,"",0.0,,deny,manual,3.70,,true,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/2Z4A2896.jpg?v=1631535838,1,,false,,,,,,,,,,,,,,,kg,,,true,,,archived
confezione-da-spedizione-vino,,,,,,,,,2 Bottiglie,,,,,,0.0,,deny,manual,5.70,,true,false,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/2Z4A2891.jpg?v=1631535838,2,,,,,,,,,,,,,,,,,kg,,,,,,
confezione-da-spedizione-vino,,,,,,,,,3 Bottiglie,,,,,,0.0,,deny,manual,7.00,,true,false,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/2Z4A2894.jpg?v=1631535836,3,,,,,,,,,,,,,,,,,kg,,,,,,
confezione-da-spedizione-vino,,,,,,,,,4 Bottiglie,,,,,,0.0,,deny,manual,9.30,,true,false,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/2Z4A2895.jpg?v=1631535836,4,,,,,,,,,,,,,,,,,kg,,,,,,
confezione-da-spedizione-vino,,,,,,,,,6 Bottiglie,,,,,,0.0,,deny,manual,13.00,,true,false,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/2Z4A2897.jpg?v=1631018766,5,,,,,,,,,,,,,,,,,kg,,,,,,
confezione-da-spedizione-vino,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/2Z4A2900.jpg?v=1631018766,6,,,,,,,,,,,,,,,,,,,,,,,
adobbi-per-natale,Addobbi per l'albero di Natale,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Prodotto realizzato in Grès nel nostro atelier di ceramica.</span></p>
<p><span data-mce-fragment=""1"">Dimensioni: ca. 5 cm diametro </span></p>
<p><span data-mce-fragment=""1"">Produttore: Fondazione La Fonte, Centro diurno</span></p>
<p><strong>Si può acquistare questo prodotto contattando direttamente il Centro diurno della Fondazione La Fonte ad Agno, tel. 091 604 58 54.</strong></p>",Fondazione La Fonte,,Ceramica,"",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,4.50,,true,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/DecorazioniNatale_2Z4A2988.jpg?v=1631018009,1,,false,,"Prodotto realizzato in Grès nell'atelier di ceramica del Centro diurno. Una decorazione esclusiva, ideale per un regalo speciale. Prodotto artigianalmente in Ticino dalla Fondazione La Fonte, organizzazione sociale attiva nel settore della disabilità.",,,,,,,,,,,,,kg,,,true,,,active
gallinella-ricamata,Gallinella ricamata,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Prodotto realizzato nell'atelier tessile: esterno in cotone e interno ovatta sintetica </span></p>
<p><span data-mce-fragment=""1"">Dimensioni: 30 cm </span></p>
<p><span data-mce-fragment=""1"">Produttore: Fondazione La Fonte, Centro diurno</span></p>
<p><strong><meta charset=""UTF-8"">Si può acquistare questo prodotto contattando direttamente il Centro diurno della Fondazione La Fonte ad Agno, tel. 091 604 58 54.</strong></p>",Fondazione La Fonte,,Tessile,"",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,28.00,,true,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/GallinaPezza_Grande_2Z4A2960.jpg?v=1631017830,1,,false,,"Prodotto realizzato nell'atelier tessile: esterno in cotone e interno ovatta sintetica. Un oggetto esclusivo e l’idea di un regalo speciale. Prodotto artigianalmente in Ticino dalla Fondazione La Fonte, organizzazione sociale attiva nel settore della disabilità.",,,,,,,,,,,,,kg,,,true,,,active
gallinella-ricamata,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/gallinaricamata1.jpg?v=1632815134,2,,,,,,,,,,,,,,,,,,,,,,,
gallinella-ricamata,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/gallinalavorazione.jpg?v=1632815134,3,,,,,,,,,,,,,,,,,,,,,,,
gallinella-portachiavi-ricamata,Gallinella portachiavi ricamata,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Prodotto realizzato nell'atelier tessile: esterno in lino e interno ovatta sintetica </span></p>
<p><span data-mce-fragment=""1"">Dimensioni: 10 cm </span></p>
<p><span data-mce-fragment=""1"">Produttore: Fondazione La Fonte, Centro diurno</span></p>
<p><strong><meta charset=""UTF-8"">Si può acquistare questo prodotto contattando direttamente il Centro diurno della Fondazione La Fonte ad Agno, tel. 091 604 58 54.</strong></p>",Fondazione La Fonte,,Tessile,"",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,25.00,,true,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/GallinaPezza_Piccola_2_2Z4A3016.jpg?v=1631017851,1,,false,,"Prodotto realizzato nell'atelier tessile: esterno in lino e interno ovatta sintetica. Un oggetto esclusivo o l’idea di un regalo speciale. Prodotto artigianalmente in Ticino dalla Fondazione La Fonte, organizzazione sociale attiva nel settore della disabilità.",,,,,,,,,,,,,kg,,,true,,,active
gallinella-portachiavi-ricamata,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/GallinaPezza_Piccola_2Z4A2965.jpg?v=1631017851,2,,,,,,,,,,,,,,,,,,,,,,,
piastrella-dipinta-a-mano,Decorazione da tavola,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Prodotto realizzato nell'atelier di ceramica in terraglia tenera con cornice in legno. </span></p>
<p><span data-mce-fragment=""1"">Dimensioni: 15x15 cm, 25x25 cm </span></p>
<p><span data-mce-fragment=""1"">Produttore: Fondazione La Fonte, Centro diurno</span></p>
<p><strong><meta charset=""UTF-8"">Si può acquistare questo prodotto contattando direttamente il Centro diurno della Fondazione La Fonte ad Agno, tel. 091 604 58 54. </strong></p>",Fondazione La Fonte,,Ceramica,"",true,Taglia,15x15 cm,,,,,"",0.0,shopify,deny,manual,28.00,,true,true,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/PiastrellaDipintaMano_2_2Z4A2992.jpg?v=1631017679,1,,false,,"Prodotto realizzato nell'atelier di ceramica in terraglia tenera con cornice in legno. Un oggetto esclusivo e l’idea per un regalo speciale. Prodotto artigianalmente in Ticino dalla Fondazione La Fonte, organizzazione sociale attiva nel settore della disabilità.",,,,,,,,,,,,,kg,,,true,,,active
piastrella-dipinta-a-mano,,,,,,,,,25x25 cm,,,,,"",0.0,shopify,deny,manual,35.00,,true,true,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/PiastrellaDipintaMano_2Z4A2991.jpg?v=1631017679,2,,,,,,,,,,,,,,,,,kg,,,,,,
piastrella-dipinta-a-mano,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/PiastrellaDipintaMano_3_2Z4A2993.jpg?v=1631017679,3,,,,,,,,,,,,,,,,,,,,,,,
piastrella-dipinta-a-mano,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/DECORAZIONEDATAVOLA.jpg?v=1632325301,4,,,,,,,,,,,,,,,,,,,,,,,
piastrella-dipinta-a-mano,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/decorazionetavola.jpg?v=1632326930,5,,,,,,,,,,,,,,,,,,,,,,,
piatto-quadrato,Gli sfiziosissimi,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Piatto realizzato in Grés smaltato nell'atelier di ceramica. <br>Può essere utilizzato quale porta-candela, bombioniera, piattino per aperitivo ecc. </span></p>
<p><span data-mce-fragment=""1"">Dimensioni: 11x11 cm, 18x18 cm, 25x25 cm </span></p>
<p><span data-mce-fragment=""1"">Produttore: Fondazione La Fonte, Centro diurno</span></p>
<p><strong><meta charset=""UTF-8"">Si può acquistare questo prodotto contattando direttamente il Centro diurno della Fondazione La Fonte ad Agno, tel. 091 604 58 54.</strong></p>",Fondazione La Fonte,,Ceramica,"",true,Size,11x11cm,,,,,"",0.0,shopify,deny,manual,12.00,,true,true,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/PiattoQuadrato_2Z4A2998.jpg?v=1631190695,1,,false,,"Piatto realizzato in Grés smaltato nell'atelier di ceramica. Può essere utilizzato quale porta-candela, bombioniera, piattino per aperitivo ecc. Un oggetto esclusivo e l’idea di un regalo speciale. Prodotto artigianalmente in Ticino dalla Fondazione La Fonte, organizzazione sociale attiva nel settore della disabilità.",,,,,,,,,,,,,kg,,,true,,,active
piatto-quadrato,,,,,,,,,18x18cm,,,,,"",0.0,shopify,deny,manual,23.00,,true,true,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/Sfiziosissimi1.jpg?v=1632326531,2,,,,,,,,,,,,,,,,,kg,,,,,,
piatto-quadrato,,,,,,,,,25x25cm,,,,,"",0.0,shopify,deny,manual,35.00,,true,true,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/sfiziosissimilavorazione2.jpg?v=1632326991,3,,,,,,,,,,,,,,,,,kg,,,,,,
piatto-quadrato,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/Sfiziosissimilavorazione1.jpg?v=1632815630,4,,,,,,,,,,,,,,,,,,,,,,,
legna-di-faggio-da-ardere-un-quintale,Legna di faggio da ardere,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">La legna dei boschi </span><span data-mce-fragment=""1"">locali</span><span data-mce-fragment=""1""> viene tagliata e preparata nella Fattoria a Vaglio. <br>Su richiesta e con il pagamento di un supplemento, eseguiamo anche il servizio di consegna e sistemazione della legna a casa tua. </span></p>
<p><span data-mce-fragment=""1"">Dimensioni: lunghezza taglio da 25, 33 e 50 cm (prezzo al quintale; per il taglio da 25 cm si applica un supplemento di CHF 2.-- al quintale).</span></p>
<p>A complemento, è disponibile anche legna da taglio piccolo per l'accensione ad un prezzo di CHF 6.-- per 15 kg.<br></p>
<p> </p>
<p><span data-mce-fragment=""1"">Produttore: Fondazione La Fonte, La Fattoria</span></p>
<p><strong><meta charset=""UTF-8"">Si può acquistare questo prodotto contattando direttamente La Fattoria della Fondazione La Fonte a Vaglio al tel. 091 943 42 47.</strong></p>",Fondazione La Fonte,,Prodotto in legno,"",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,41.00,,true,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/LegnaDaArdere_2Z4A3007.jpg?v=1633983286,1,,false,,"La legna dei boschi locali viene tagliata e preparata in fattoria a Vaglio. Su richiesta e con il pagamento di un supplemento, eseguiamo anche il servizio di consegna della legna a casa tua. Prodotto artigianalmente in Ticino dalla Fondazione La Fonte, organizzazione sociale attiva nel settore della disabilità.",,,,,,,,,,,,,kg,,,true,,,active
legna-di-faggio-da-ardere-un-quintale,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/legna1.jpg?v=1633983286,2,,,,,,,,,,,,,,,,,,,,,,,
legna-di-faggio-da-ardere-un-quintale,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/legna2.jpg?v=1633983286,3,,,,,,,,,,,,,,,,,,,,,,,
appendi-chiavi,Appendi chiavi,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Prodotto artigianale in legno realizzato presso l'atelier di falegnameria di Vaglio. </span></p>
<p><span data-mce-fragment=""1"">Dimensioni: 19 cm</span></p>
<p><span data-mce-fragment=""1""> Produttore: Fondazione La Fonte, La Fattoria</span></p>
<p><strong><meta charset=""UTF-8"">Si può acquistare questo prodotto direttamente presso La Fattoria della Fondazione La Fonte a Vaglio, tel. 091 943 42 47.</strong></p>",Fondazione La Fonte,,Prodotto in legno,"",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,30.00,,true,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/Portachiavi_2Z4A3004.jpg?v=1631190590,1,,false,,"Prodotto artigianale in legno realizzato presso l'atelier di falegnameria di Vaglio. Un oggetto esclusivo o l’idea di un regalo speciale. Prodotto artigianalmente in Ticino dalla Fondazione La Fonte, organizzazione sociale attiva nel settore della disabilità. ",,,,,,,,,,,,,kg,,,true,,,active
appendi-chiavi,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/appendichiavi1.jpg?v=1632324720,2,,,,,,,,,,,,,,,,,,,,,,,
mangiatoia-per-cane-e-gatto,Mangiatoia per cane e gatto,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Un accessorio utile e molto apprezzato, realizzato artigianalmente presso l'atelier di falegnameria di Vaglio. </span></p>
<p><span data-mce-fragment=""1"">Dimensioni: 45x21   h 33 cm</span></p>
<p><span data-mce-fragment=""1""> Produttore: Fondazione La Fonte, La Fattoria</span></p>
<p><strong><meta charset=""UTF-8"">Si può acquistare questo prodotto direttamente presso La Fattoria della Fondazione La Fonte a Vaglio, tel. 091 943 42 47.</strong></p>",Fondazione La Fonte,,Prodotto in legno,"",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,30.00,,true,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/MangiatoiaCane_2Z4A2983.jpg?v=1631018033,1,,false,,"Un accessorio utile e molto apprezzato, realizzato artigianalmente presso l'atelier di falegnameria di Vaglio. Un oggetto esclusivo o l’idea di un regalo speciale. Prodotto artigianalmente in Ticino dalla Fondazione La Fonte, organizzazione sociale attiva nel settore della disabilità.",,,,,,,,,,,,,kg,,,true,,,active
mangiatoia-per-cane-e-gatto,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/MangiatoiaGatto_2Z4A2986.jpg?v=1631018033,2,,,,,,,,,,,,,,,,,,,,,,,
mangiatoia-per-cane-e-gatto,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/mangiatoialavorazione1.jpg?v=1632326574,3,,,,,,,,,,,,,,,,,,,,,,,
mangiatoia-per-cane-e-gatto,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/mangiatoialavorazione2.jpg?v=1632815394,4,,,,,,,,,,,,,,,,,,,,,,,
mangiatoia-per-cane-e-gatto,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/mangiatoie3.jpg?v=1632815574,5,,,,,,,,,,,,,,,,,,,,,,,
schiaccianoci-omino,"Schiaccianoci ""omino""","<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Prodotto artigianale in legno realizzato presso l'atelier di falegnameria di Vaglio. </span></p>
<p><span data-mce-fragment=""1"">Dimensioni: altezza 27 cm</span></p>
<p><span data-mce-fragment=""1""> Produttore: Fondazione La Fonte, La Fattoria</span></p>
<p><strong><meta charset=""UTF-8"">Si può acquistare questo prodotto direttamente presso La Fattoria della Fondazione La Fonte a Vaglio, tel. 091 943 42 47.</strong></p>",Fondazione La Fonte,,Prodotto in legno,"",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,26.00,,true,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/Schiaccianoci_Omino_2Z4A2946.jpg?v=1631018341,1,,false,,"Prodotto in legno realizzato manualmente presso l'atelier di falegnameria di Vaglio. Prodotto artigianalmente in Ticino dalla Fondazione La Fonte, organizzazione sociale attiva nel settore della disabilità.",,,,,,,,,,,,,kg,,,true,,,active
schiaccianoci-omino,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/JackSchiaccianoci1.jpg?v=1632325626,2,,,,,,,,,,,,,,,,,,,,,,,
schiaccianoci,Schiaccianoci,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Prodotto artigianale in legno realizzato presso l'atelier di falegnameria di Vaglio. </span></p>
<p><span data-mce-fragment=""1"">Dimensioni: diametro 28 cm</span></p>
<p><span data-mce-fragment=""1""> Produttore: Fondazione La Fonte, La Fattoria</span></p>
<p><meta charset=""UTF-8""><strong>Si può acquistare questo prodotto direttamente presso La Fattoria della Fondazione La Fonte a Vaglio o presso il nostro punto vendita in via Buffi a Lugano.</strong></p>",Fondazione La Fonte,,Prodotto in legno,"",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,50.00,,true,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/Schiaccianoci_2_2Z4A2940.jpg?v=1631018322,1,,false,,"Prodotto in legno realizzato manualmente presso l'atelier di falegnameria di Vaglio. Prodotto artigianalmente in Ticino dalla Fondazione La Fonte, organizzazione sociale attiva nel settore della disabilità. ",,,,,,,,,,,,,kg,,,true,,,active
